subj,trial_id,eye,startline,endline,FixlineIndex,start_time,end_time,duration,x_pos,y_pos,pup_size,valid
1950024,0.0,L,1.0,2.0,19.0,12460849.0,12460977.0,132.0,344.5,122.9,1248.0,yes
1950024,0.0,L,2.0,3.0,26.0,12462269.0,12462529.0,264.0,555.0,144.0,1418.0,yes
1950024,0.0,L,3.0,4.0,42.0,12465809.0,12465917.0,112.0,295.6,173.7,1367.0,yes
1950024,0.0,L,4.0,5.0,61.0,12469929.0,12470045.0,120.0,300.6,298.4,1299.0,yes
1950024,0.0,L,5.0,6.0,104.0,12478961.0,12479061.0,104.0,310.9,342.9,1294.0,yes
1950024,0.0,L,6.0,7.0,127.0,12485233.0,12485333.0,104.0,321.3,396.2,1243.0,yes
1950024,0.0,L,7.0,8.0,148.0,12490977.0,12491085.0,112.0,335.8,464.8,991.0,yes
1950024,0.0,L,8.0,9.0,169.0,12496717.0,12496793.0,80.0,341.5,520.5,1158.0,yes
1950024,0.0,L,9.0,8.0,172.0,12497425.0,12497577.0,156.0,881.2,511.4,1207.0,yes
1950024,0.0,L,8.0,9.0,173.0,12497633.0,12497829.0,200.0,450.9,532.3,1255.0,yes
1950024,0.0,L,9.0,10.0,191.0,12503201.0,12503313.0,116.0,329.6,576.7,1060.0,yes
1950024,0.0,L,10.0,11.0,210.0,12507413.0,12507525.0,116.0,303.3,628.9,1083.0,yes
1950024,0.0,L,11.0,10.0,212.0,12507949.0,12508057.0,112.0,898.2,579.7,1124.0,yes
1950024,0.0,L,10.0,11.0,214.0,12508353.0,12508605.0,256.0,335.1,632.6,1185.0,yes
1950024,0.0,L,11.0,12.0,227.0,12511973.0,12512237.0,268.0,271.6,684.7,1133.0,yes
1950024,0.0,L,12.0,11.0,228.0,12512313.0,12512481.0,172.0,886.8,661.5,1175.0,yes
1950024,0.0,L,11.0,12.0,230.0,12512777.0,12513101.0,328.0,320.8,707.4,1318.0,yes
1950024,0.0,L,12.0,13.0,250.0,12517821.0,12517925.0,108.0,308.7,772.3,816.0,yes
1950024,1.0,L,1.0,2.0,22.0,12534429.0,12534557.0,132.0,320.7,155.6,1221.0,yes
1950024,1.0,L,2.0,3.0,45.0,12540221.0,12540333.0,116.0,336.6,231.7,1168.0,yes
1950024,1.0,L,3.0,4.0,72.0,12545917.0,12546017.0,104.0,304.2,266.3,1424.0,yes
1950024,1.0,L,4.0,5.0,91.0,12550957.0,12551065.0,112.0,335.8,350.7,1174.0,yes
1950024,1.0,L,5.0,6.0,118.0,12557277.0,12557393.0,120.0,289.2,407.2,1108.0,yes
1950024,1.0,L,6.0,5.0,121.0,12557949.0,12558085.0,140.0,940.1,385.6,1132.0,yes
1950024,1.0,L,5.0,6.0,123.0,12558341.0,12558545.0,208.0,309.7,409.6,1187.0,yes
1950024,1.0,L,6.0,7.0,141.0,12563229.0,12563329.0,104.0,309.5,463.0,1095.0,yes
1950024,1.0,L,7.0,8.0,158.0,12567561.0,12567681.0,124.0,303.2,523.8,1045.0,yes
1950024,1.0,L,8.0,9.0,188.0,12573741.0,12573857.0,120.0,288.3,597.3,1125.0,yes
1950024,2.0,L,1.0,2.0,15.0,12585541.0,12585641.0,104.0,337.2,57.9,1258.0,yes
1950024,2.0,L,2.0,1.0,20.0,12586633.0,12586773.0,144.0,768.8,79.8,1418.0,yes
1950024,2.0,L,1.0,2.0,27.0,12588133.0,12588301.0,172.0,265.8,161.5,1369.0,yes
1950024,2.0,L,2.0,3.0,44.0,12592837.0,12592945.0,112.0,324.2,194.0,1264.0,yes
1950024,2.0,L,3.0,4.0,63.0,12597769.0,12597901.0,136.0,270.4,295.8,1188.0,yes
1950024,2.0,L,4.0,3.0,65.0,12598521.0,12598597.0,80.0,894.8,216.2,1313.0,yes
1950024,2.0,L,3.0,4.0,67.0,12598833.0,12599057.0,228.0,328.5,282.7,1358.0,yes
1950024,2.0,L,4.0,5.0,90.0,12604261.0,12604365.0,108.0,327.4,363.7,937.0,yes
1950024,2.0,L,5.0,4.0,93.0,12604853.0,12604985.0,136.0,931.6,322.0,880.0,yes
1950024,2.0,L,4.0,5.0,95.0,12605237.0,12605385.0,152.0,348.9,373.7,998.0,yes
1950024,2.0,L,5.0,6.0,117.0,12611085.0,12611221.0,140.0,288.4,414.9,1134.0,yes
1950024,2.0,L,6.0,7.0,136.0,12615845.0,12615989.0,148.0,286.3,469.3,1029.0,yes
1950024,2.0,L,7.0,8.0,156.0,12620369.0,12620473.0,108.0,301.1,564.0,1002.0,yes
1950024,2.0,L,8.0,9.0,179.0,12626381.0,12626509.0,132.0,295.6,598.2,934.0,yes
1950024,2.0,L,9.0,10.0,197.0,12630577.0,12630821.0,248.0,270.3,666.6,977.0,yes
1950024,2.0,L,10.0,11.0,221.0,12636217.0,12636701.0,488.0,267.0,726.6,996.0,yes
1950024,2.0,L,11.0,12.0,231.0,12639225.0,12639341.0,120.0,310.6,794.8,897.0,yes
1950024,2.0,L,12.0,13.0,255.0,12646073.0,12646173.0,104.0,261.0,852.0,844.0,yes
1950024,2.0,L,13.0,14.0,273.0,12651001.0,12651137.0,140.0,325.0,897.8,925.0,yes
1950024,2.0,L,14.0,15.0,291.0,12654973.0,12655085.0,116.0,331.4,958.4,960.0,yes
