subj,trial_id,trial_type,sampfreq,script,sessdate,srcfile,tdur,blinks,eye,start_time,end_time,duration,x1_pos,y1_pos,x2_pos,y2_pos,ampl,pk,line_no
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4617088.0,4617104.0,20.0,222.6,82.0,261.4,65.7,1.02,73.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4617420.0,4617428.0,12.0,262.9,70.8,240.9,74.5,0.54,67.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4617648.0,4617664.0,20.0,242.9,75.1,284.8,63.7,1.06,75.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4618180.0,4618192.0,16.0,290.8,68.2,323.7,60.6,0.83,76.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4618324.0,4618332.0,12.0,342.6,56.5,359.0,51.2,0.42,53.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4619028.0,4619044.0,20.0,358.1,59.6,407.6,41.6,1.3,103.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4619236.0,4619248.0,16.0,418.5,40.3,447.5,33.0,0.74,67.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4619428.0,4619436.0,12.0,460.0,29.8,476.9,24.5,0.44,55.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4619560.0,4619568.0,12.0,491.3,23.3,516.0,16.9,0.63,79.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4619868.0,4619880.0,16.0,520.8,18.9,480.4,26.4,1.02,100.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4620220.0,4620232.0,16.0,494.6,20.9,538.4,8.1,1.14,100.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4620524.0,4620536.0,16.0,552.0,10.6,586.6,1.3,0.89,81.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4620932.0,4620948.0,20.0,592.9,2.0,649.8,-6.1,1.43,110.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4621224.0,4621244.0,24.0,652.9,1.1,738.4,-9.2,2.14,146.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4621496.0,4621512.0,20.0,743.8,-2.5,796.3,-9.0,1.31,102.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4621664.0,4621684.0,24.0,809.5,-5.4,879.6,-10.4,1.73,126.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4621976.0,4621984.0,12.0,894.6,-7.2,918.6,-11.0,0.6,74.0,1.0
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4622372.0,4622436.0,68.0,941.8,-2.3,249.4,141.7,17.28,371.0,1_2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4622620.0,4622624.0,8.0,250.9,136.0,241.3,140.1,0.25,54.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4622788.0,4622808.0,24.0,236.9,145.6,322.7,118.1,2.2,150.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4623072.0,4623080.0,12.0,337.0,119.0,354.1,113.0,0.45,56.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4623228.0,4623244.0,20.0,361.3,111.5,415.0,96.5,1.38,117.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4623412.0,4623416.0,8.0,428.3,92.2,436.4,89.1,0.22,44.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4623608.0,4623616.0,12.0,448.9,89.7,473.2,85.6,0.61,76.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4623824.0,4623836.0,16.0,486.8,84.3,514.7,82.1,0.7,67.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4624040.0,4624048.0,12.0,521.8,83.5,540.0,80.9,0.46,57.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4624216.0,4624232.0,20.0,549.2,82.8,613.3,71.6,1.63,125.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4624472.0,4624488.0,20.0,627.5,74.2,670.7,67.0,1.09,88.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4624840.0,4624852.0,16.0,683.1,69.2,713.7,66.7,0.77,69.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4625152.0,4625160.0,12.0,724.4,66.3,739.8,62.7,0.39,49.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4625340.0,4625348.0,12.0,745.7,65.6,761.6,65.5,0.4,50.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4625564.0,4625580.0,20.0,766.2,67.2,817.7,67.7,1.28,102.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4625904.0,4625920.0,20.0,827.4,76.9,878.4,71.3,1.27,113.0,2
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4626036.0,4626100.0,68.0,888.6,74.6,220.7,194.3,16.6,381.0,2_3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4626396.0,4626404.0,12.0,240.4,186.1,259.0,179.5,0.48,60.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4626624.0,4626632.0,12.0,252.1,182.9,229.7,190.3,0.58,72.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4627316.0,4627324.0,12.0,251.0,186.1,274.4,178.5,0.6,75.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4627920.0,4627932.0,16.0,299.3,179.1,343.2,168.2,1.11,97.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4628196.0,4628208.0,16.0,355.3,173.6,394.9,163.6,1.01,94.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4628424.0,4628436.0,16.0,409.9,165.7,437.3,160.2,0.69,66.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4628668.0,4628684.0,20.0,446.5,161.4,496.4,149.6,1.28,111.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4628836.0,4628844.0,12.0,513.1,150.7,531.4,146.8,0.47,58.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4629056.0,4629072.0,20.0,538.0,151.9,591.3,145.6,1.34,106.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4629304.0,4629316.0,16.0,608.1,147.2,654.3,146.5,1.16,101.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4629580.0,4629592.0,16.0,672.2,143.6,699.4,145.0,0.68,62.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4630040.0,4630048.0,12.0,692.3,144.6,673.2,142.2,0.48,60.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4630300.0,4630312.0,16.0,676.0,136.8,702.1,137.3,0.65,61.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4630616.0,4630624.0,12.0,700.5,140.1,675.6,140.5,0.62,78.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4630788.0,4630812.0,28.0,672.8,140.2,766.5,149.8,2.35,123.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4631048.0,4631068.0,24.0,808.8,154.8,872.8,150.0,1.59,106.0,3
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4631320.0,4631384.0,68.0,885.2,159.1,245.8,250.4,15.85,364.0,3_4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4631568.0,4631576.0,12.0,251.8,245.2,226.8,253.6,0.64,80.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4632008.0,4632020.0,16.0,222.2,259.2,258.4,250.5,0.91,85.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4632272.0,4632284.0,16.0,275.3,248.4,315.1,241.6,0.99,88.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4632424.0,4632436.0,16.0,336.4,242.7,366.3,236.1,0.76,73.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4632596.0,4632612.0,20.0,371.5,239.8,427.5,223.9,1.44,120.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4632800.0,4632812.0,16.0,450.6,228.8,485.6,226.5,0.87,80.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4633052.0,4633064.0,16.0,494.4,229.7,531.9,229.5,0.94,84.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4633232.0,4633240.0,12.0,543.8,233.0,561.8,234.7,0.45,56.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4633384.0,4633400.0,20.0,565.8,233.6,621.1,234.8,1.39,105.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4633724.0,4633736.0,16.0,635.2,233.7,670.2,231.8,0.88,87.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4633964.0,4633976.0,16.0,676.2,230.0,714.4,228.0,0.96,89.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4634152.0,4634168.0,20.0,723.3,228.4,775.8,226.7,1.31,105.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4634600.0,4634616.0,20.0,779.1,234.1,831.5,234.1,1.3,113.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4634796.0,4634804.0,12.0,853.3,233.3,877.8,233.9,0.61,75.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4635096.0,4635108.0,16.0,881.3,231.7,848.8,235.5,0.81,80.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4635184.0,4635196.0,16.0,858.4,232.3,896.8,230.7,0.95,86.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4635580.0,4635644.0,68.0,901.5,234.0,239.7,339.0,16.43,358.0,4_5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4635804.0,4635812.0,12.0,252.5,331.8,233.4,330.4,0.47,58.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4636000.0,4636132.0,136.0,239.8,329.3,938.0,234.5,17.15,586.0,5_4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4636328.0,4636340.0,16.0,921.7,222.9,887.8,211.4,0.88,79.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4636748.0,4636756.0,12.0,888.5,239.4,912.8,236.9,0.6,75.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4637072.0,4637080.0,12.0,913.9,245.1,898.0,246.5,0.39,49.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4637544.0,4637552.0,12.0,898.7,241.8,918.1,241.4,0.48,60.0,4
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4637776.0,4637840.0,68.0,918.8,246.1,255.1,324.7,16.4,367.0,4_5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4638164.0,4638172.0,12.0,248.1,320.9,231.0,325.7,0.43,54.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4639128.0,4639440.0,316.0,225.1,328.4,231.4,338.4,0.29,489.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4639596.0,4639612.0,20.0,243.1,331.4,302.3,316.2,1.5,124.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4639924.0,4639928.0,8.0,318.8,314.7,324.7,311.3,0.17,38.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4640172.0,4640184.0,16.0,329.8,307.3,369.2,306.4,0.97,89.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4640424.0,4640432.0,12.0,386.7,305.6,410.0,305.1,0.58,72.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4640836.0,4640852.0,20.0,442.3,308.3,494.8,304.0,1.31,111.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4641060.0,4641072.0,16.0,492.9,309.4,444.6,309.5,1.2,112.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4641204.0,4641216.0,16.0,436.5,309.4,400.7,307.2,0.89,82.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4641748.0,4641768.0,24.0,384.9,308.5,318.2,304.8,1.65,127.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4641968.0,4641984.0,20.0,319.3,306.8,382.0,304.0,1.55,113.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4642116.0,4642128.0,16.0,414.5,312.7,453.0,309.6,0.96,93.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4642384.0,4642396.0,16.0,465.2,316.3,498.9,312.4,0.85,83.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4642764.0,4642780.0,20.0,511.8,316.7,550.6,307.4,1.0,73.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4642896.0,4642904.0,12.0,564.9,309.3,592.3,303.5,0.7,88.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4643116.0,4643128.0,16.0,610.7,308.6,642.9,305.8,0.81,79.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4643364.0,4643372.0,12.0,656.3,306.4,669.7,303.9,0.34,43.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4643580.0,4643592.0,16.0,681.9,307.9,713.8,302.8,0.81,70.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4643744.0,4643756.0,16.0,728.6,304.9,772.7,300.1,1.1,100.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4644076.0,4644092.0,20.0,785.8,302.8,831.8,299.7,1.15,88.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4644556.0,4644564.0,12.0,846.7,298.4,873.3,296.6,0.66,82.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4644696.0,4644708.0,16.0,885.6,298.5,930.9,295.2,1.12,99.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4644900.0,4644912.0,16.0,933.6,304.9,975.3,297.4,1.04,92.0,5
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4645080.0,4645148.0,72.0,973.0,301.5,224.9,376.4,18.3,388.0,5_6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4645308.0,4645316.0,12.0,236.3,371.0,219.0,379.7,0.47,59.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4645536.0,4645552.0,20.0,218.4,381.0,271.0,377.4,1.28,106.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4645800.0,4645820.0,24.0,282.4,382.0,358.7,377.4,1.88,136.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4645996.0,4646008.0,16.0,371.6,377.6,409.6,378.3,0.94,87.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4646328.0,4646352.0,28.0,416.1,382.1,519.3,371.6,2.58,173.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4646636.0,4646652.0,20.0,529.8,373.0,480.1,374.5,1.24,94.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4646916.0,4646944.0,32.0,482.5,368.8,608.2,365.0,3.14,154.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4647600.0,4647768.0,172.0,638.3,385.1,681.7,396.0,1.12,498.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4648372.0,4648384.0,16.0,674.4,377.5,709.1,369.3,0.89,88.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4648712.0,4648724.0,16.0,715.8,373.3,753.9,368.6,0.96,91.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4649096.0,4649112.0,20.0,757.4,373.5,809.0,364.6,1.3,99.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4649344.0,4649356.0,16.0,829.5,365.9,863.5,362.5,0.84,84.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4649568.0,4649580.0,16.0,881.3,361.6,917.8,359.6,0.9,82.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4649928.0,4649940.0,16.0,921.0,361.5,883.5,364.6,0.92,88.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4650096.0,4650112.0,20.0,886.3,362.4,937.2,358.5,1.25,103.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4650204.0,4650220.0,20.0,944.0,358.7,990.4,356.6,1.13,108.0,6
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4650364.0,4650436.0,76.0,989.5,361.1,211.4,444.4,19.0,388.0,6_7
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4650716.0,4650728.0,16.0,228.0,438.5,258.5,436.2,0.74,73.0,7
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4650920.0,4650932.0,16.0,281.3,441.1,327.2,439.3,1.12,106.0,7
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4651124.0,4651136.0,16.0,341.2,443.2,389.3,436.6,1.2,108.0,7
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4651388.0,4651400.0,16.0,406.2,441.3,434.3,433.4,0.72,69.0,7
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4651508.0,4651528.0,24.0,441.2,433.5,529.2,430.8,2.18,155.0,7
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4651736.0,4651748.0,16.0,575.3,429.6,601.8,431.2,0.66,63.0,7
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4651968.0,4651980.0,16.0,616.6,433.6,659.4,432.5,1.07,107.0,7
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4652228.0,4652240.0,16.0,674.5,432.2,707.4,427.8,0.83,73.0,7
1950099,0.0,RP_story01,250.0,ET_Passa..._v1binoc,Thu Mar 26 19:32:47 2015,1950099.edf,56812.0,10.0,L,4652396.0,4652408.0,16.0,716.9,432.0,742.9,428.4,0.65,57.0,7
