subj,trial_id,trial_type,trialstart,trialend,tdur,recstart,recend,blinks,eye,tffixos,tffixurt,tfixcnt,tregrcnt,region,reglen,word,line_no,x1_pos,x2_pos,mod_x1,mod_x2,fpurt,fpcount,fpregres,fpregreg,fpregchr,ffos,ffixurt,spilover,rpurt,rpcount,rpregreg,rpregchr,spurt,spcount
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,1,6,Cowboy,1,215,281,204.0,281.0,600.0,1.0,0.0,0.0,995.0,2.0,600.0,244.0,600.0,0.0,0.0,995.0,200.0,1.0
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,2,4, was,1,281,325,281.0,325.0,244.0,1.0,1.0,1.0,3.0,1.0,244.0,200.0,444.0,1.0,1.0,3.0,288.0,1.0
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,3,8, without,1,325,413,325.0,413.0,168.0,1.0,1.0,2.0,3.0,1.0,168.0,288.0,748.0,2.0,2.0,9.0,292.0,1.0
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,4,2, a,1,413,435,413.0,435.0,,,,,,,,,,,,,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,5,6, doubt,1,435,501,435.0,501.0,352.0,2.0,0.0,0.0,995.0,4.0,232.0,192.0,352.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,6,4, the,1,501,545,501.0,545.0,220.0,1.0,0.0,0.0,995.0,3.0,220.0,272.0,220.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,7,8, ugliest,1,545,633,545.0,633.0,192.0,1.0,1.0,6.0,23.0,0.0,192.0,220.0,412.0,1.0,6.0,29.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,8,6, horse,1,633,699,633.0,699.0,428.0,2.0,0.0,0.0,995.0,2.0,272.0,192.0,428.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,9,3, in,1,699,732,699.0,732.0,232.0,1.0,0.0,0.0,995.0,1.0,232.0,224.0,232.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,10,4, the,1,732,776,732.0,776.0,192.0,1.0,1.0,9.0,39.0,2.0,192.0,232.0,424.0,1.0,9.0,45.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,11,7, world.,1,776,853,776.0,853.0,224.0,1.0,0.0,0.0,995.0,0.0,224.0,164.0,224.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,12,5, Even,1,853,908,853.0,908.0,316.0,1.0,0.0,0.0,995.0,2.0,316.0,204.0,316.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,13,4," so,",1,908,952,908.0,952.0,164.0,1.0,1.0,12.0,53.0,1.0,164.0,316.0,684.0,2.0,12.0,60.0,204.0,1.0
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,14,2, I,1,952,974,952.0,985.0,108.0,1.0,0.0,0.0,995.0,1.0,108.0,144.0,108.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,15,5,loved,2,215,270,204.0,270.0,196.0,1.0,0.0,0.0,995.0,2.0,196.0,352.0,196.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,16,4, him,2,270,314,270.0,314.0,144.0,1.0,1.0,15.0,69.0,1.0,144.0,196.0,340.0,1.0,15.0,71.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,17,7, beyond,2,314,391,314.0,391.0,352.0,1.0,0.0,0.0,995.0,1.0,352.0,216.0,352.0,0.0,0.0,995.0,320.0,1.0
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,18,4, all,2,391,435,391.0,435.0,216.0,1.0,1.0,17.0,78.0,2.0,216.0,320.0,536.0,1.0,17.0,82.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,19,8, reason.,2,435,523,435.0,523.0,204.0,1.0,0.0,0.0,995.0,2.0,204.0,480.0,204.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,20,2, I,2,523,545,523.0,545.0,480.0,1.0,0.0,0.0,995.0,1.0,480.0,248.0,480.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,21,9, realized,2,545,644,545.0,644.0,480.0,2.0,0.0,0.0,995.0,8.0,248.0,340.0,480.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,22,5, that,2,644,699,644.0,699.0,,,,,,,,,,,,,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,23,3, my,2,699,732,699.0,732.0,340.0,1.0,0.0,0.0,995.0,0.0,340.0,220.0,340.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,24,5, only,2,732,787,732.0,787.0,220.0,1.0,0.0,0.0,995.0,4.0,220.0,300.0,220.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,25,7, chance,2,787,864,787.0,864.0,300.0,1.0,0.0,0.0,995.0,4.0,300.0,268.0,300.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,26,3, to,2,864,897,864.0,897.0,268.0,1.0,0.0,0.0,995.0,0.0,268.0,252.0,268.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,27,8, compete,2,897,985,897.0,996.0,252.0,1.0,0.0,0.0,995.0,3.0,252.0,180.0,252.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,28,5,would,3,215,270,204.0,270.0,476.0,1.0,0.0,0.0,995.0,3.0,476.0,388.0,476.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,29,3, be,3,270,303,270.0,303.0,180.0,1.0,1.0,28.0,134.0,0.0,180.0,476.0,656.0,1.0,28.0,142.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,30,3, in,3,303,336,303.0,336.0,,,,,,,,,,,,,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,31,4, the,3,336,380,336.0,380.0,388.0,1.0,0.0,0.0,995.0,0.0,388.0,188.0,388.0,0.0,0.0,995.0,,
1950138,2.0,story03,959020.0,1021493.0,62473.0,959070.0,1020672.0,20.0,L,72207.0,0.0,236,71,32,6, speed,3,380,446,380.0,446.0,92.0,1.0,0.0,0.0,995.0,4.0,92.0,236.0,92.0,0.0,0.0,995.0,,
