Name,Language,WordID,Word,length,height,baseline,line_no,x1_pos,y1_pos,x2_pos,y2_pos,b_x1,b_y1,b_x2,b_y2
Newstory01,English,1,Alex,4,13,86,1,215,73,259,86,215,55,259,108
Newstory01,English,2, and,4,13,86,1,259,73,303,86,259,55,303,108
Newstory01,English,3, Tim,4,13,86,1,303,73,347,86,303,55,347,108
Newstory01,English,4, are,4,10,86,1,347,76,391,86,347,55,391,108
Newstory01,English,5, lost.,6,13,86,1,391,73,457,86,391,55,457,108
Newstory01,English,6, Alex's,7,13,86,1,457,73,534,86,457,55,534,108
Newstory01,English,7, wife,5,13,86,1,534,73,589,86,534,55,589,108
Newstory01,English,8, recently,9,17,86,1,589,73,688,90,589,55,688,108
Newstory01,English,9, passed,7,17,86,1,688,73,765,90,688,55,765,108
Newstory01,English,10, away,5,14,86,1,765,76,820,90,765,55,820,108
Newstory01,English,11, and,4,13,86,1,820,73,864,86,820,55,864,108
Newstory01,English,12, he,3,13,86,1,864,73,897,86,864,55,897,108
Newstory01,English,13, couldn't,9,13,86,1,897,73,996,86,897,55,996,108
Newstory01,English,14,find,4,13,151,2,215,138,259,151,215,120,259,173
Newstory01,English,15, the,4,13,151,2,259,138,303,151,259,120,303,173
Newstory01,English,16, motivation,11,13,151,2,303,138,424,151,303,120,424,173
Newstory01,English,17, to,3,12,151,2,424,139,457,151,424,120,457,173
Newstory01,English,18, live,5,13,151,2,457,138,512,151,457,120,512,173
Newstory01,English,19, a,2,10,151,2,512,141,534,151,512,120,534,173
Newstory01,English,20, normal,7,13,151,2,534,138,611,151,534,120,611,173
Newstory01,English,21, life.,6,13,151,2,611,138,677,151,611,120,677,173
Newstory01,English,22, Tim,4,13,151,2,677,138,721,151,677,120,721,173
Newstory01,English,23, has,4,13,151,2,721,138,765,151,721,120,765,173
Newstory01,English,24, been,5,13,151,2,765,138,820,151,765,120,820,173
Newstory01,English,25, charged,8,17,151,2,820,138,908,155,820,120,908,173
Newstory01,English,26, with,5,13,151,2,908,138,963,151,908,120,963,173
Newstory01,English,27,embezzlement,12,13,216,3,215,203,347,216,215,185,347,238
Newstory01,English,28, and,4,13,216,3,347,203,391,216,347,185,391,238
Newstory01,English,29, is,3,13,216,3,391,203,424,216,391,185,424,238
Newstory01,English,30, going,6,17,216,3,424,203,490,220,424,185,490,238
Newstory01,English,31, to,3,12,216,3,490,204,523,216,490,185,523,238
Newstory01,English,32, prison,7,17,216,3,523,203,600,220,523,185,600,238
Newstory01,English,33, soon.,6,10,216,3,600,206,666,216,600,185,666,238
Newstory01,English,34, The,4,13,216,3,666,203,710,216,666,185,710,238
Newstory01,English,35, thought,8,17,216,3,710,203,798,220,710,185,798,238
Newstory01,English,36, of,3,13,216,3,798,203,831,216,798,185,831,238
Newstory01,English,37, that,5,13,216,3,831,203,886,216,831,185,886,238
